cq,baseline,plateau,slope,inflection,asymmetry,drift,CurveCall
38.10888575,24.22782618,51.26609544,-0.426523608,33.88271209,5.5,0.003943502,1
38.4270555,24.13858375,40.62580813,-0.478528625,34.66016938,5.5,0.017484421,1
39.23520468,18.98635697,40.96004431,-0.40574227,34.79257455,5.5,0.087709021,1
38.90054193,21.77528099,46.85745074,-0.422026945,34.62933874,5.5,0.072844149,1
38.76299378,18.61117055,38.17183878,-0.404668306,34.30857319,5.5,0.077524574,1
15.64245518,18.56275905,21.25526563,-0.300420484,28.64719619,0.5,0.040024736,0
38.90762316,21.36331776,46.71882218,-0.39771298,34.37530229,5.5,0.06524343,1
39.33563454,15.0144596,43.19545565,-0.414133779,34.98302452,5.5,0.193778037,1
21.38784848,21.74083076,28.34146312,-0.125644871,26.35904159,1.486056316,-0.046527915,0
20.60564743,20.91864892,21.75627837,-0.291956132,14.43155947,5.5,0.02623411,0
24.08113857,16.76837408,17.50743459,-0.240889652,16.59819847,5.5,0.031494157,0
37.97781719,21.72749392,41.14126631,-0.410420507,33.58582701,5.5,0.019169736,1
39.45028409,16.75850788,33.12872316,-0.426601095,35.22487807,5.5,0.080475624,1
48.21279518,16.22194455,23.5393144,-0.472814577,44.40038558,5.5,0.052091114,0
49.37381246,16.48648918,17.04239839,-1.356767187,48.0452405,5.5,0.024497744,0
49.97472089,15.87042756,23.75337503,-0.518721244,46.49970834,5.5,0.068186892,0
41.91615925,13.10055107,42.68218254,-0.453505435,37.94142665,5.5,0.030394237,1
39.55921315,19.51954921,44.42982423,-0.432122335,35.38779527,5.5,0.127777536,1
17.9103255,18.56218308,20.23560613,-0.147691367,5.70539519,5.5,0.048732837,0
38.20619191,18.73883219,35.2631831,-0.420500952,33.91948856,5.5,0.03472649,1
19.0574746,22.46999024,24.64174749,-0.270731591,30.01297391,0.636994938,0.045935202,0
43.35291826,17.32798111,32.90537723,-0.505372436,40.90151301,3.924270668,0.015720628,0
37.99544095,13.10016931,27.5427868,-0.436120024,33.86226032,5.5,0.045381938,1
24.73307963,17.81593692,18.50652934,-0.203614128,19.83932423,3.412090649,0.026225414,0
24.72455093,25.57514403,27.12005853,-0.115262979,9.085853649,5.5,0.056670801,0
40.08438635,18.33707572,36.78949896,-0.40872418,35.67416811,5.5,0.098456253,1
4.47261073,19.7032749,20.8595073,-0.217956455,22.3977077,0.5,0.015519723,0
48.73013752,17.26126696,30.01405076,-0.522923374,45.28304961,5.5,0.020236091,0
49.95905225,14.53922705,30.61215746,-0.610699632,47.00741655,5.5,0.0958537,0
39.87317063,20.74251829,38.21618195,-0.432257905,35.70306103,5.5,0.058793266,1
49.07110098,15.92612579,28.89332911,-0.613075031,46.13090158,5.5,0.062403219,0
49.53167818,21.23896558,28.4096284,-0.953137523,47.64048956,5.5,0.131950057,0
47.9502285,15.39735544,27.06876084,-0.908073974,49.20184658,1.192304006,0.012771867,0
40.39287258,20.40368309,38.56018269,-0.430747457,36.20814018,5.5,0.118933573,1
48.02081094,20.44354173,26.62468673,-1.863615236,50.11721503,0.5,0.031734628,0
45.35936319,17.02047449,51.24464174,-0.672486455,46.25064175,1.503090907,0.056024135,1
38.41796897,16.02309815,33.44370517,-0.420496765,34.13122294,5.5,0.034688878,1
27.38803145,23.13125846,24.6895718,-0.113352596,11.4857681,5.5,-0.014085575,0
38.32711272,17.31151802,36.42014298,-0.456750096,34.38061583,5.5,0.029506865,1
37.70214299,18.89736458,37.50692922,-0.423677257,33.44757703,5.5,0.007841966,1
38.89113803,17.44913002,38.18864161,-0.422739541,34.62713463,5.5,0.0714226,1
48.94673703,20.88264119,32.61679026,-0.614237161,46.01210046,5.5,0.07809614,0
47.22194472,19.84541861,35.21365452,-0.762979993,47.34109199,1.911736284,0.139355914,0
39.34114558,17.50476301,37.13179678,-0.425508117,35.104886,5.5,0.079290077,1
38.10139584,15.93001121,28.93703052,-0.468383476,34.25291926,5.5,0.009678616,1
46.09332727,21.27020576,40.63202064,-0.769195289,47.22926981,1.331520151,0.039960349,0
38.32926003,14.07052242,34.93583823,-0.451916168,34.34054936,5.5,0.027326671,1
23.81676007,15.07419031,29.95699231,-0.057535051,0,4.239341355,-0.123630376,0
39.57344658,24.59930787,44.20921022,-0.421465055,35.29654908,5.5,0.037910158,1
38.30459635,19.97660512,38.60584504,-0.466643903,34.44177328,5.5,0.040345564,1
39.1185569,20.6042016,42.87115975,-0.443092304,35.05041394,5.5,0.020171627,1
20.48716073,19.62246414,20.72945935,-0.145542132,8.101999079,5.5,0.037294249,0
49.26967645,26.50112031,32.50476657,-0.720146467,46.76662614,5.5,0.038365083,0
38.15475614,15.94856151,34.75013251,-0.444564211,34.10008239,5.5,0.046129311,1
18.97636105,17.33728773,25.24355497,-0.122215377,30.38487443,1.075607774,-0.058290956,0
38.47789459,16.4877058,33.4880206,-0.386657374,33.8159821,5.5,-0.01084147,1
35.82811097,17.55354408,18.54822825,-0.081139986,13.612642,5.5,-0.007741309,0
37.5310619,16.61415685,36.65778976,-0.429642142,33.3355637,5.5,0.02982937,1
37.80252405,21.67989671,43.85452204,-0.466373262,33.93745934,5.5,0.060630855,1
47.30405053,18.64161493,32.9416367,-0.645814744,47.04072231,2.179898935,0.052364899,0
38.72505317,15.93560241,32.10229913,-0.438723743,34.61640196,5.5,0.020865132,1
18.85107762,18.85688859,21.20012458,-0.183791966,9.043451792,5.5,0.071016961,0
38.67692152,15.57326402,32.19802685,-0.480687977,34.92695705,5.5,0.019074611,1
45.93310613,21.77353061,36.95028941,-0.558125404,45.45971229,2.288503765,0.074341656,0
23.78818819,18.4317588,20.19737352,-0.214767778,15.39510963,5.5,0.02506558,0
0.509645915,13.80270437,14.69958573,-0.01,38.48248355,1.663448286,0.0469314,0
48.65841841,18.2488209,29.68105425,-1.058897781,50.44120543,0.895708796,0.027427104,0
38.97937046,18.03880723,32.00539272,-0.429106773,34.7786378,5.5,0.019663353,1
39.00238537,21.06932337,49.91018275,-0.458592591,35.07174439,5.5,0.155370363,1
17.89913094,24.44754105,25.82170736,-0.154931489,6.26455071,5.5,0.040455768,0
38.1454338,21.72599147,39.01681508,-0.46537826,34.27210539,5.5,0.0477102,1
20.67510155,18.47816731,19.65564514,-0.093824264,35.92346093,1.060528534,0.03702461,0
38.33447804,27.03954194,50.71672573,-0.443600294,34.27099373,5.5,0.12641572,1
38.17523705,18.58146183,39.60851642,-0.458588245,34.2445588,5.5,0.041694194,1
38.66787743,19.52535503,34.85094321,-0.444891534,34.61618685,5.5,0.026540652,1
43.48732951,23.7648674,48.98202231,-0.519582208,43.97238945,1.76754843,0.031863484,1
38.04556774,23.40976745,50.44677235,-0.431559333,33.86870793,5.5,0.038355025,1
6.758157852,14.34470949,15.37458138,-0.150387474,0,3.451038994,0.013709921,0
47.56470721,18.86607349,30.54166673,-0.65129828,47.79555867,1.856778572,0.130163192,0
38.25287514,22.21679326,44.58104305,-0.404077286,33.79193933,5.5,0.020785829,1
47.61476348,14.15854545,16.42747857,-1.038424681,51.37708796,0.5,0.104025302,0
38.21418911,14.10871433,36.03155512,-0.453803746,34.24206933,5.5,0.060831546,1
47.27474048,19.46150343,34.36639985,-0.709521228,47.14872323,2.092079528,0.047353136,0
36.58199143,24.03058984,43.11348586,-0.412944542,32.21684635,5.5,0.004192881,1
15.89989581,20.20268188,21.59035019,-0.232767196,23.92458252,0.902030147,0.033992155,0
21.61047908,18.89724736,20.6033347,-0.158393219,10.23017604,5.5,-0.002164259,0
23.24291376,17.841267,20.1065068,-0.077556881,0.001096713,5.5,4.95E-05,0
38.97510294,14.3374821,30.21916541,-0.429046724,34.77378234,5.5,0.057194341,1
38.16309183,17.22987149,32.15852394,-0.453820522,34.19111888,5.5,0.01498699,1
33.335313,19.53695995,20.89192392,-0.114085514,17.53521027,5.5,-0.008362611,0
46.38222619,16.78440118,30.80213952,-0.511359203,42.85718386,5.5,0.073295243,0
38.51578426,20.20418146,36.52871257,-0.392517842,33.92347622,5.5,0.026417645,1
39.11818602,18.99074524,38.32493166,-0.417885362,34.80465173,5.5,0.016967775,1
14.08286769,16.95931365,17.87577808,-0.255853193,29.35291594,0.5,0.021071624,0
43.27518055,19.60692307,38.13974053,-0.369816475,38.40097143,5.5,0.031264739,0
39.39900992,18.50828211,41.03494888,-0.443632598,35.33582149,5.5,0.059044504,1
21.05762356,12.59640928,21.38779251,-0.061563629,0,4.058676377,-0.07280139,0
14.95551768,14.72872794,19.06059657,-0.156774325,13.64322812,2.220254762,0.02785087,0
38.32065989,16.68552472,30.53531131,-0.479341644,34.56016284,5.5,0.010694566,1
22.85506482,16.01802632,17.67432449,-0.204644169,14.04678632,5.5,0.063266728,0
39.29769865,13.99482896,39.94755591,-0.393557776,34.7175253,5.5,0.054281114,1
44.90646925,15.0248574,25.18919211,-0.673852631,44.68008619,2.160431624,0.023318503,0
38.90437024,16.74001225,33.7644061,-0.430654397,34.71873357,5.5,0.033971985,1
46.27981201,20.9033672,38.67727434,-0.615752522,45.3893203,2.660517537,0.059976531,0
48.69838456,11.85462923,27.32217826,-0.460593219,44.78481666,5.5,0.026198336,0
38.82209273,20.69181776,42.75986218,-0.41718875,34.5013558,5.5,0.07914577,1
38.87220565,14.68215821,35.39573295,-0.408933295,34.46424264,5.5,0.048506487,1
7.818435745,15.90504648,16.26835477,-0.01,42.16255489,1.692167197,0.016739975,0
38.29512994,16.95082163,35.1010188,-0.376729949,33.51036875,5.5,0.040584061,1
39.20828253,14.96260652,31.45853497,-0.38592912,34.53757295,5.5,0.015870157,1
38.06920449,22.50545221,41.75958133,-0.419958136,33.77696038,5.5,0.014134634,1
46.74454635,22.91487843,40.51505484,-0.353101696,41.63960673,5.5,0.06439057,0
39.78265758,10.61192988,22.37789462,-0.425668712,35.54799625,5.5,0.054751144,1
37.50538674,23.9808457,45.74865346,-0.483406094,33.77650773,5.5,-0.009242547,1
38.02373801,15.33455376,31.45495439,-0.434173839,33.87203039,5.5,0.035122326,1
38.85828306,13.26683848,35.92962251,-0.413597515,34.50002951,5.5,0.06865702,1
40.595103,18.86877829,36.72028474,-0.435887614,36.45971861,5.5,0.106019352,1
21.49221862,13.8456003,46.83544497,-0.034857577,0,2.96952413,-0.181861553,0
40.29672456,21.80315724,43.99920089,-0.491502359,36.62926945,5.5,0.060694572,1
39.08701468,19.52524501,42.31239624,-0.418294248,34.77769691,5.5,0.031519854,1
15.72446712,17.42571833,18.56164063,-0.16105895,4.532522606,5.5,0.025464009,0
40.23515688,13.11442374,34.33507372,-0.404782341,35.78199117,5.5,0.135007799,1
39.56374604,13.37484598,29.04264202,-0.401923095,35.07890091,5.5,0.060097961,1
37.92579484,18.28351603,37.42972515,-0.466978979,34.06574349,5.5,0.074131271,1
19.08380204,13.31304215,13.77859875,-0.192282381,9.709241396,5.5,0.014586596,0
40.43528936,22.34416184,44.10370845,-0.404034695,35.9738833,5.5,0.037860998,1
40.33385306,18.07947982,36.90456259,-0.412784286,35.96701329,5.5,0.105763397,1
46.40050085,14.11811095,16.34884577,-0.534617147,43.43955172,4.813074191,0.020033854,0
39.1383207,21.09254478,44.64769166,-0.431818804,34.96397067,5.5,0.132220529,1
22.4615808,19.57698524,21.42603549,-0.150213279,10.46155755,5.5,0.025880432,0
38.78327824,20.39614741,39.24896527,-0.42446556,34.53661371,5.5,0.031518532,1
38.30426661,18.71434666,38.82601311,-0.430765467,34.11970918,5.5,0.039022407,1
38.66620229,17.82206773,42.1435786,-0.409519238,34.26454623,5.5,0.044512099,1
22.63386635,14.99791917,15.61454927,-0.26148044,15.74018498,5.5,0.023945286,0
38.46465735,22.03110174,39.91755151,-0.368968521,33.57924645,5.5,0.038221064,1
41.24467269,14.7498838,31.1153219,-0.419886097,36.95169217,5.5,0.047044735,1
20.84162006,21.54242738,24.50457736,-0.200287096,28.61473104,1.010626739,0.001222765,0
39.36680437,14.00176772,34.47230265,-0.44421201,35.30891581,5.5,0.127868141,1
38.2386598,23.64440049,48.82577331,-0.435370237,34.09836108,5.5,0.012314606,1
46.80987645,12.92504713,15.4842369,-1.24700074,48.75725426,0.747884334,0.018541298,0
48.70529093,17.13064926,24.96956657,-0.547162425,45.41090748,5.5,0.028967223,0
40.5211143,19.91857809,37.57300167,-0.487473258,36.82334666,5.5,0.046465522,1
14.31879103,23.72938634,25.90590577,-0.258812575,29.41423447,0.5,0.051965863,0
48.49441718,21.71652376,38.29649382,-0.629312601,48.00666368,2.340075435,0.049645429,0
49.53264943,20.61157496,33.93416347,-1.46491485,52.19962397,0.5,0.088768583,0
19.7808467,21.11972584,21.89171098,-0.488249995,26.16060281,0.611150706,0.024934478,0
39.96908798,12.71345952,33.04112292,-0.427359892,35.75118436,5.5,0.099755435,1
7.918511407,14.11004536,15.21983922,-0.110024763,0,3.178768656,0.021023093,0
48.29720212,18.4638093,21.60490568,-0.550114593,45.02049785,5.5,0.069306222,0
24.96699125,21.78432396,22.2593773,-0.156273515,13.43232502,5.5,0.021297665,0
33.13343169,24.9982272,25.49669278,-0.232425953,25.37800329,5.5,0.019888989,0
13.89941726,23.28073154,24.87785693,-0.114600007,0,4.841866342,0.040477194,0
23.55707085,14.04277821,15.04308651,-0.209866927,14.96799555,5.5,0.038739742,0
22.20962124,12.80738694,13.59070878,-0.154894056,10.57222928,5.5,0.028076208,0
18.23777936,9.694155725,11.26841995,-0.156283453,14.2312977,2.775338996,0.023187011,0
38.69880574,20.49758441,39.53488998,-0.421609773,34.4233763,5.5,0.04980826,1
38.28443093,23.52833215,48.71980699,-0.446184028,34.24447718,5.5,0.076134884,1
37.3213323,20.64729482,41.47564319,-0.456489348,33.37258115,5.5,0.005876058,1
27.79271021,17.74314683,18.96064946,-0.01,41.78006055,1.866313655,0.070077665,0
37.51267879,21.47879964,49.72842038,-0.462656559,33.61656449,5.5,0.031678457,1
39.21616922,17.28892707,35.5004015,-0.396029465,34.66458154,5.5,0.05005935,1
38.61303513,11.4416885,23.86187411,-0.436143592,34.48007785,5.5,0.036962005,1
16.6383287,16.50267369,21.04543656,-0.149726742,14.15572915,2.421065006,0.016464276,0
48.43025528,22.72429642,24.49900463,-1.186892398,46.91153055,5.5,0.067499769,0
39.02171647,20.36057002,40.12492162,-0.386889357,34.36259932,5.5,0.066533725,1
39.0504403,11.39897405,27.38223701,-0.334979515,33.66932667,5.5,0.033519625,1
39.21088191,24.07791207,41.95087575,-0.448790618,35.19439234,5.5,0.034837645,1
23.96007479,18.31712418,18.65083502,-0.348532387,18.78820869,5.5,0.01445894,0
49.74783555,16.22844982,17.10666432,-0.99501069,47.93623407,5.5,0.040983527,0
38.0434347,17.23449969,35.65364321,-0.434227022,33.89223557,5.5,0.018024197,1
39.53646048,18.77402937,39.32617627,-0.391240504,34.9291593,5.5,0.08908858,1
19.59722054,11.05669329,13.96845417,-0.106463692,2.665975617,5.5,-0.000810174,0
37.75084907,20.15159983,40.32672243,-0.461908359,33.84842384,5.5,0.042453393,1
38.66579801,19.94196082,37.01744102,-0.444518246,34.61070499,5.5,0.028293614,1
49.63690698,19.67120804,30.10462961,-0.488544794,45.94724973,5.5,0.046449581,0
40.08885038,19.49809521,37.34477784,-0.43815522,35.97486804,5.5,0.022276407,1
49.98277436,23.69502767,26.07708245,-1.053626688,50.42307808,1.599327916,0.110600022,0
37.44130947,21.42460547,41.93472763,-0.436758451,33.31417047,5.5,0.053922655,1
38.07455639,23.45279765,53.23029769,-0.438111594,33.96016439,5.5,0.020217929,1
39.22041391,20.07118015,40.39676286,-0.436552201,35.09132503,5.5,0.070567183,1
45.80640895,20.43900023,36.89946374,-0.660801505,45.37812195,2.311010316,0.079407249,0
40.98088137,16.05611433,35.56380346,-0.410513381,36.58988483,5.5,0.07596894,1
38.06725233,13.90973227,29.93297174,-0.397141486,33.52840938,5.5,0.035630629,1
38.57435507,19.85174996,37.75957579,-0.443579038,34.51067603,5.5,0.009443404,1
9.433333065,18.11434628,22.99682004,-0.189603865,30.03887608,0.5,-0.045768477,0
28.04340609,20.18279844,21.33102189,-0.23250338,20.29056035,5.5,0.031304246,0
38.05884945,15.60417422,33.35976911,-0.421568918,33.78300567,5.5,0.034478087,1
38.43815398,14.93326416,37.19929214,-0.42197771,34.16645242,5.5,0.03464656,1
23.10889229,22.29981048,24.84206972,-0.166504911,12.28300836,5.5,0.053430771,0
48.62172298,14.61140866,15.43255187,-1.29682032,47.2317364,5.5,0.028716656,0
35.52748122,14.7997917,15.87092093,-0.01,38.74423288,1.968168011,0.06264334,0
46.99618902,15.61481622,26.75117048,-0.586257948,47.12042532,1.928869391,0.017034854,0
48.30959776,20.74008426,35.83278169,-0.492257711,44.64777023,5.5,0.036072401,0
49.08030563,18.8658307,20.14219484,-1.343361625,50.54186214,0.872325598,0.057858798,0
20.44413885,17.56201771,18.0689981,-0.118713336,5.259974214,5.5,0.017119688,0
37.76090401,16.9697837,34.94937741,-0.457058151,33.81706703,5.5,0.039202175,1
37.50402004,20.18244259,40.58430965,-0.429561739,33.30773654,5.5,-0.009892835,1
38.51512458,25.54271909,54.97762646,-0.42623217,34.28606125,5.5,0.053848687,1
24.024274,18.12272752,18.63982188,-0.204863636,15.22543163,5.5,0.020176684,0
49.92194446,18.36957923,22.72292826,-1.230822125,53.09615665,0.5,0.031857152,0
37.34931059,22.61389759,48.27491373,-0.394553441,32.78069542,5.5,0.031488183,1
22.1535397,13.77203946,14.7308449,-0.32246703,27.56707064,0.942422991,0.034602774,0
33.52725681,12.05656297,12.24330555,-0.552478184,30.26457081,5.5,0.002882813,0
20.14856281,20.32894654,21.96907126,-0.251502173,13.3652392,5.185217136,0.029922139,0
17.32723134,14.64858926,16.77673328,-0.160562235,12.99807497,2.882199101,0.059020319,0
46.13881593,18.33978909,32.90470469,-0.777854769,47.57124755,1.203291598,0.027671863,0
49.63932042,21.16176186,23.14800249,-0.591900972,46.59394134,5.5,0.039422852,0
24.29530536,25.59630502,26.9094102,-0.17078577,13.74077944,5.5,0.013478667,0
38.72732155,19.01508246,35.94578097,-0.426766247,34.50355069,5.5,0.017984398,1
48.1024404,20.44040361,34.53094829,-0.441470456,44.01935214,5.5,0.052521453,0
42.99153605,21.43350011,39.0936838,-0.441316817,38.90702631,5.5,0.042400656,1
39.55640355,14.16782643,29.74791879,-0.422293359,35.28789495,5.5,0.094084764,1
38.80483124,16.92585541,40.70805801,-0.419910378,34.51209896,5.5,0.023938569,1
9.765786177,19.34828026,21.26491329,-0.123475548,0,3.849410006,0.036362498,0
38.06113396,18.90137436,35.32769355,-0.445515371,34.01511679,5.5,0.043951575,1
38.9149541,20.89395263,38.25228574,-0.401767426,34.42837127,5.5,0.01905635,1
45.73523487,14.78866105,18.44495508,-1.106192369,48.7756679,0.571903323,0.064078057,0
39.62975779,17.14982998,31.64108438,-0.424175988,35.3801942,5.5,0.039530821,1
49.05860144,19.43319203,28.71514461,-0.560697601,45.84374403,5.5,0.095438178,0
19.04830742,20.74247679,23.01394999,-0.126128675,4.756848011,5.5,0.07020037,0
37.59999968,20.79921663,39.94925831,-0.446924078,33.56673559,5.5,0.059589122,1
47.65641359,21.33783857,36.82218077,-0.835778038,48.15042272,1.637785561,0.046265516,0
49.88528225,18.62057105,19.4428309,-0.360276244,44.8820025,5.5,0.032998773,0
47.71279871,13.11170693,15.25013669,-0.610544947,44.76041519,5.5,0.026758928,0
38.47100837,15.42740013,39.91441876,-0.401035817,33.97624068,5.5,0.046592198,1
49.64550412,19.88368959,30.31737782,-0.62836185,46.77683404,5.5,0.093336276,0
42.20835412,21.460328,38.49054712,-0.518710815,39.58766406,4.212077741,0.040326894,1
45.82949539,15.90912258,27.19952247,-0.656425418,45.8366232,1.995328269,0.04521591,0
37.85756949,21.24853897,40.04806182,-0.442908304,33.78773648,5.5,0.062911947,1
37.96782401,19.9231202,40.25780781,-0.491540552,34.30065386,5.5,0.052092127,1
46.70111778,18.32604869,29.3805962,-0.652095779,46.05338687,2.486907669,0.016997465,0
38.83023254,22.67701941,44.96655499,-0.425173217,34.59063615,5.5,0.06570032,1
46.78761037,16.52664772,29.43533186,-0.469687512,45.06379094,3.071063497,0.012701263,0
46.28017774,17.40094555,20.16273559,-1.161640425,49.6434307,0.5,0.026932585,0
14.0514451,19.18391111,20.60973559,-0.054718783,0,3.002158553,0.043672152,0
49.8079048,22.23126914,28.64726386,-0.582488231,46.7133138,5.5,0.015905423,0
38.72125995,17.60243999,34.09004948,-0.401003487,34.22612987,5.5,0.019477886,1
42.30980749,16.65009085,30.48641243,-0.489585158,38.62799074,5.5,0.028467541,0
38.30635701,21.65110909,41.71595085,-0.510301566,34.77400878,5.5,0.106327351,1
24.31683278,17.29046079,17.76877669,-0.36769162,19.41445607,5.5,0.02204375,0
40.23255666,15.9585777,36.25660926,-0.376789294,35.44854909,5.5,0.132634603,1
38.52548932,16.94344091,32.77604221,-0.40800434,34.10749014,5.5,0.045564012,1
39.04332058,18.20321514,42.87475555,-0.399562807,34.53198268,5.5,0.067978538,1
45.62857671,18.71123039,19.61621106,-0.01,36.64642052,2.092513938,0.046214605,0
37.49635068,17.51834777,37.66109481,-0.458936834,33.56865801,5.5,0.037349934,1
49.11561614,19.01945888,22.84631714,-0.869567093,47.04267335,5.5,0.071686574,0
38.15909431,25.75363732,47.05310385,-0.447628488,34.13217715,5.5,0.046540052,1
7.361028406,17.29421979,18.54350035,-0.01,41.15171989,1.696606162,0.066307923,0
38.7184348,20.63222071,37.71135277,-0.469290899,34.87739965,5.5,0.042538964,1
39.79904118,18.50053836,36.80749804,-0.450621348,35.79886932,5.5,0.111872442,1
38.82024489,19.18137803,37.24691803,-0.436025984,34.68617283,5.5,0.074936653,1
40.33241169,21.92160925,46.73568552,-0.446425237,36.29464077,5.5,0.057450309,1
39.24236803,17.77703528,39.40055099,-0.41758443,34.92572519,5.5,0.082626071,1
46.25239285,17.94698567,35.15299912,-0.455017695,42.43585948,5.282644487,0.063324546,0
38.62291763,21.71004075,45.39890259,-0.470486374,34.7916423,5.5,0.095605889,1
37.5586445,20.60823984,36.32928791,-0.442684224,33.48675141,5.5,0.003548223,1
37.77520494,17.36413937,34.4046139,-0.428215449,33.56572852,5.5,0.027274079,1
39.02543342,12.8304136,32.07389837,-0.42397372,34.77384246,5.5,0.041138787,1
38.01909501,20.30653871,42.13680049,-0.462861717,34.12470761,5.5,0.044582567,1
39.52598899,16.82638375,35.95721667,-0.45733317,35.58452365,5.5,0.086587994,1
49.12230643,17.53929309,22.05134671,-0.704673879,46.56429641,5.5,0.049441878,0
40.77645128,22.53245543,23.20275852,-0.163450568,29.74826793,5.5,0.032015075,0
38.07413359,17.27089823,34.29359808,-0.431569204,33.89736931,5.5,-0.007463513,1
38.50853062,18.92078847,39.73754565,-0.470058779,34.67377013,5.5,0.041388887,1
38.05035526,21.06858354,46.35125607,-0.410462464,33.65881402,5.5,0.028600352,1
39.12151344,20.20950065,37.8260726,-0.403576329,34.65504029,5.5,0.02903251,1
49.94873238,21.6850145,29.33780138,-0.692569546,47.34601493,5.5,0.051742439,0
39.07518217,18.73301194,43.22576948,-0.415184581,34.7335883,5.5,0.071299921,1
37.90798171,19.17751765,38.35863913,-0.448656019,33.89028718,5.5,0.073508629,1
20.93165025,22.02060592,32.05364467,-0.066148898,0,4.275376178,-0.056672462,0
39.8248059,13.56094557,29.29865589,-0.406311356,35.38839817,5.5,0.045466023,1
38.19537795,16.10268109,32.07973311,-0.422499301,33.92894998,5.5,0.035785188,1
43.24822959,19.61298115,39.56901021,-0.495514879,39.7640328,5.250168475,0.027957956,1
38.87295196,21.32688308,38.90049262,-0.434480803,34.72417754,5.5,0.056057859,1
49.40252187,18.12048659,32.71593381,-0.486994412,45.70111834,5.5,0.124066778,0
46.89525017,17.48834464,18.52529908,-1.575603499,49.3748655,0.5,0.021988061,0
15.04104239,19.33676929,20.13408084,-0.097731363,0,4.497887444,0.023028294,0
45.64304354,17.69905435,33.8247324,-0.611070065,44.89785805,2.530968199,0.034547561,0
48.86263752,15.88375074,21.17586993,-1.782955635,50.70737995,0.583156103,0.057708669,0
39.11356357,25.32958053,47.39348442,-0.398798119,34.59357526,5.5,0.027677779,1
38.40274946,17.30135552,36.63576038,-0.448080279,34.37989257,5.5,0.033032901,1
47.37306684,15.88933407,29.18587843,-0.602000843,48.07268379,1.631454581,0.063380998,0
14.2610195,17.74710092,18.89605413,-0.163574838,3.241214364,5.5,0.021161209,0
48.37968664,22.10209945,39.48833601,-0.55405831,46.28756865,3.746461773,0.051766055,0
45.94974457,12.34846974,22.57656633,-0.37187432,41.10250791,5.5,0.023077137,0
22.53632903,17.63382039,19.06213689,-0.217266219,14.23976619,5.5,0.053145659,0
40.0273104,21.8285554,47.13325933,-0.435538907,35.88861508,5.5,0.083067163,1
38.05746862,19.90990016,41.90002336,-0.432511112,33.88980036,5.5,0.016716427,1
38.47967854,20.67772335,45.45978384,-0.435121996,34.33701773,5.5,0.084607845,1
46.63515076,12.86300653,15.05127293,-0.623615115,43.74464539,5.5,0.027667831,0
46.94973049,16.10570551,18.50477405,-0.831811772,47.72190271,1.47426904,0.026131581,0
38.28277907,19.94045945,40.00789218,-0.491698522,34.61678709,5.5,0.043597101,1
47.08260321,13.17046084,37.86167505,-0.610121815,47.34588177,1.84748892,0.040163339,1
38.32636197,20.29362637,39.93352747,-0.454955469,34.36429764,5.5,0.029373211,1
39.11865403,20.89942223,51.42531715,-0.425120338,34.8785303,5.5,0.006473877,1
48.30643492,19.28016107,27.69812199,-1.634083989,50.69730994,0.5,0.030806186,0
39.18401335,18.28659844,35.09580997,-0.424969306,34.94238269,5.5,0.09803986,1
38.61233435,21.11923973,43.61794838,-0.442283835,34.53675507,5.5,0.063084829,1
18.81434058,12.62631231,30.44284535,-0.025520055,0,2.564722296,-0.030054195,0
38.62306694,26.42041974,48.85284954,-0.413132942,34.25991248,5.5,0.060586296,1
15.55651111,12.1209104,13.1173977,-0.131213214,1.818848739,5.5,0.026664187,0
38.67927568,17.07641207,38.63066656,-0.422455272,34.41240305,5.5,0.043772096,1
38.29862666,15.25000018,36.1063757,-0.378809379,33.54013087,5.5,0.019856948,1
37.87246027,23.47469683,46.45940536,-0.436270544,33.74070565,5.5,0.010929799,1
46.1688728,12.50976312,14.65841325,-0.56549964,42.98131491,5.5,0.022709374,0
38.51932533,18.69904463,40.15075088,-0.449546241,34.5095869,5.5,0.008072277,1
38.04613363,20.62806445,37.73295687,-0.431960211,33.87315013,5.5,-0.004502609,1
38.26101754,21.201038,46.1459593,-0.438281242,34.14821813,5.5,0.07552542,1
39.38482539,19.6169125,46.74053797,-0.435408804,35.24489339,5.5,0.116643135,1
46.07767746,21.02535145,35.65089332,-0.743838532,47.13632796,1.382355163,0.017110905,0
38.63916048,16.26236919,32.66079959,-0.409459046,34.23685735,5.5,0.003671499,1
41.7909704,22.14256199,37.84889987,-0.486302723,38.0843022,5.5,0.031334886,0
30.21450967,14.61115906,87.61206219,-0.024909933,0,2.975245569,-0.277588907,0
49.61698231,19.55388863,41.76530173,-0.437966011,45.50122265,5.5,0.034550527,0
49.24599324,11.52410325,13.1281983,-0.761991487,46.88039879,5.5,0.075423999,0
40.73592599,25.20973555,46.53174748,-0.458593779,36.80529518,5.5,0.067388925,1
18.09127777,12.58443662,13.58885121,-0.188066854,8.506585969,5.5,0.011103631,0
38.7846711,17.96907662,39.16256732,-0.454346199,34.81729371,5.5,0.081647585,1
28.32117923,12.67113281,13.00636208,-0.219411639,20.1057407,5.5,0.012397668,0
38.27217495,20.40435935,41.50435249,-0.448086165,34.24937091,5.5,0.070589121,1
39.66886759,16.23639048,41.41970642,-0.394364733,35.09806629,5.5,0.124165585,1
28.37690702,16.81438833,17.60416408,-0.413834352,37.81761819,0.5,0.011671549,0
