cq,baseline,plateau,slope,inflection,asymmetry,drift,CurveCall
38.62557432,18.50037018,47.36796297,-0.428960423,34.42340848,5.5,0.030527835,1
37.77773002,21.36501697,42.72095397,-0.425746251,33.54383991,5.5,-0.031223481,1
47.96619946,20.99668423,23.17477447,-0.579037517,44.85316657,5.5,0.096450037,0
49.90525187,11.58073557,20.33309029,-0.453403392,45.92962471,5.5,0.040277432,0
38.3444219,17.34344254,34.62984056,-0.42903356,34.1429724,5.5,0.032587198,1
24.7048008,20.03822777,21.58578175,-0.144369282,12.21902257,5.5,0.023894576,0
11.44331972,14.88758921,16.74001619,-0.284702429,25.16603577,0.5,0.022636553,0
37.19946015,15.93248482,35.32674867,-0.435879566,33.0639994,5.5,0.002092938,1
39.42741064,19.87042852,37.36870043,-0.414441632,35.0780338,5.5,0.033161381,1
38.46841015,22.82584332,45.03969701,-0.443722969,34.40604926,5.5,0.072608904,1
37.31092107,22.78887994,23.26430728,-0.01,39.38619378,1.979387297,0.030211773,0
47.97354692,17.43373323,28.7965625,-0.589415046,44.9153236,5.5,0.151230119,0
38.47682288,23.81076187,47.55748505,-0.420233615,34.18739249,5.5,0.018010301,1
47.12448413,20.36159906,21.77531952,-0.158777197,60,0.848353756,0.063670404,0
39.23693806,18.91981076,38.06579731,-0.407883548,34.81763052,5.5,0.093510976,1
37.57458775,19.68689421,39.61530486,-0.452994772,33.59537442,5.5,0.021333201,1
38.68703508,14.52354736,31.66462259,-0.451411044,34.69386109,5.5,0.070303762,1
38.1114222,16.21947605,34.24826762,-0.43320911,33.95046898,5.5,0.033050522,1
37.89000907,16.28410342,35.80107507,-0.430638976,33.7042225,5.5,0.005519787,1
37.85217338,20.71928121,41.44095172,-0.47384004,34.04801442,5.5,0.06112879,1
19.64537679,18.62501581,19.15788489,-0.309023449,13.81228275,5.5,0.016843719,0
48.69912769,16.22839822,28.68772262,-1.182732886,50.18264032,0.939381436,0.127687612,0
38.18957284,17.98625401,36.65633147,-0.428865946,33.98648129,5.5,0.03694144,1
38.44356354,16.79175743,29.24851136,-0.48337746,34.71446365,5.5,0.022289392,1
15.16847032,16.50359796,17.77002397,-0.134711696,1.787576924,5.5,0.031754584,0
38.30980796,18.58204925,37.75575733,-0.491342959,34.64116306,5.5,0.045056126,1
48.59534193,16.7227014,23.67418057,-1.813537244,50.74963493,0.5,0.018298021,0
46.80144282,17.15253689,28.58419739,-0.576982165,46.12631495,2.443974758,0.029830282,0
39.38477198,24.36516001,51.94265315,-0.453389006,35.40901868,5.5,0.103230911,1
39.35858347,21.1588143,41.74486961,-0.464465443,35.47764278,5.5,0.170509365,1
40.70794447,11.68955797,24.86090428,-0.361166452,35.71699687,5.5,0.068638543,1
38.19991559,25.5811216,55.38715244,-0.421221323,33.92054334,5.5,0.020116797,1
38.37579095,20.64758587,39.16644611,-0.426860634,34.15295406,5.5,0.066143715,1
37.65030325,23.72842537,51.6656957,-0.460842248,33.73885016,5.5,0.006533432,1
43.68073286,13.13466007,36.50142643,-0.452062229,40.29284112,4.66657044,-0.001310983,1
38.70227964,22.15093674,46.50307762,-0.430545587,34.51558515,5.5,0.029475296,1
48.36793965,21.0753068,35.52413407,-0.498719205,44.75355541,5.5,0.046528129,0
39.64655816,21.48896949,45.32882608,-0.418380875,35.33813265,5.5,0.114757021,1
38.37106969,22.01697773,49.302525,-0.391974299,33.77239361,5.5,0.005802048,1
38.71220712,17.08412576,35.22367674,-0.450980147,34.71521779,5.5,0.059256057,1
38.18835721,14.70508394,35.93084065,-0.410506764,33.79728989,5.5,0.032919865,1
38.89566631,14.42920273,29.52508497,-0.456324466,34.94548838,5.5,0.010329118,1
16.72160731,21.10399591,22.33275744,-0.231079563,8.920991749,5.5,0.027355707,0
39.43792102,21.94039922,38.64793684,-0.456147928,35.48621429,5.5,0.04259123,1
38.61082765,16.72238767,34.37419147,-0.457690923,34.67244316,5.5,0.061013052,1
48.64723895,22.16133115,40.04437179,-0.609025059,45.68748745,5.5,0.106105467,0
38.22538856,23.76821281,47.00555634,-0.477653956,34.45160461,5.5,0.064039562,1
48.19725935,17.15391961,26.90307724,-0.904066017,49.67527086,1.100365531,0.009166157,0
45.37758055,20.45666799,41.02842377,-0.459151678,41.45172572,5.5,0.167811686,0
47.68106965,16.95186025,29.42327997,-0.42422923,44.65727079,4.02641579,0.029022441,0
46.84995257,15.30994275,21.90542728,-0.898692189,48.67175002,0.980689747,0.011289856,0
39.94241281,17.61786091,36.82372611,-0.399584928,35.43132465,5.5,0.06309372,1
47.82861877,12.77371719,19.63832843,-0.748866933,48.72809051,1.453750507,0.048329213,0
40.84914003,19.62366072,26.31720792,-0.381513672,44.11441259,1.140671751,-0.018372887,0
46.44774997,14.60641075,26.43424843,-0.462748038,42.55240588,5.5,0.04547548,0
16.14637534,14.14734723,15.65593531,-0.168186307,5.42872019,5.5,0.036733947,0
37.96453644,20.58178372,43.33392249,-0.439877708,33.86666377,5.5,0.032765454,1
37.91469074,20.32438721,41.85933899,-0.452554733,33.93160825,5.5,0.053581544,1
22.78187563,23.02874341,23.99172207,-0.164012738,11.79149245,5.5,0.033953989,0
38.47078765,16.52818021,37.23657201,-0.426441726,34.24380252,5.5,0.064148214,1
38.68263546,22.92948687,51.10914188,-0.4155783,34.34515481,5.5,0.04430032,1
23.60267891,16.60948394,31.31673918,-0.056197839,0,4.130993969,-0.109934272,0
39.77399545,11.71113661,28.79800421,-0.313121317,34.01724003,5.5,0.019182096,1
37.94289296,19.68044657,36.62049993,-0.447842913,33.91790387,5.5,0.042330124,1
38.18713555,17.04447415,38.81609818,-0.398317141,33.66168923,5.5,0.003410506,1
48.63673215,18.71559497,22.91353173,-1.959220314,50.63083693,0.5,0.040448065,0
38.4959,20.6806459,41.93514221,-0.437291943,34.37379607,5.5,0.045634039,1
39.04822596,20.20570137,38.1162137,-0.382933945,34.34098373,5.5,0.034311688,1
39.27152027,27.84755848,45.76960854,-0.452117462,35.28458549,5.5,0.032641595,1
38.81839371,22.86348001,45.21753638,-0.423522416,34.56227227,5.5,0.066242327,1
38.4694263,15.39484813,32.48049914,-0.452810126,34.48859033,5.5,0.035455955,1
38.7392265,21.46008989,47.28182918,-0.448637404,34.72136525,5.5,0.194064598,1
38.453721,18.73693498,41.02378282,-0.39609112,33.90284181,5.5,0.034534303,1
21.75709416,18.88153731,20.56810851,-0.174734141,27.4405921,1.265528894,0.057349029,0
47.39659912,14.89782167,35.82859463,-0.373238841,42.56708344,5.5,0.026419631,0
38.92844564,17.04582078,36.26251913,-0.420681251,34.64357953,5.5,0.031372641,1
38.89841368,20.53765058,43.17821,-0.436607797,34.76985059,5.5,0.086233665,1
47.26438637,16.65100456,32.58672793,-0.537400715,45.27482207,3.557042764,0.070685997,0
38.2530798,21.85601131,42.48922238,-0.44519436,34.20414522,5.5,0.019049586,1
39.54384868,15.88897171,36.08048525,-0.391584734,34.94059763,5.5,0.048001453,1
21.40980283,16.62040189,19.77803877,-0.062191732,0,4.143404445,-3.84E-06,0
39.43223931,21.91657178,42.59958846,-0.440445014,35.33964482,5.5,0.057496189,1
15.5505035,17.3184193,18.04684282,-0.228349868,32.65973432,0.5,0.013012922,0
40.06005212,12.44298888,27.99466168,-0.400032682,35.55401319,5.5,0.04964601,1
38.44618669,18.69226869,33.52471538,-0.441310715,34.36162047,5.5,0.011825887,1
4.850321999,17.54914909,23.11671323,-0.124170216,36.31431319,0.5,-0.006864144,0
45.64917957,15.35435887,28.25452641,-0.486378703,41.94309042,5.5,0.025717574,0
38.63360071,20.23138625,49.68757875,-0.445273118,34.58538229,5.5,0.131480502,1
33.71782919,13.09495416,13.80049464,-0.01,42.18009879,1.917671096,0.038659865,0
38.22619605,19.53547869,37.84708013,-0.455167627,34.26597847,5.5,0.042525816,1
37.93762966,13.98964625,27.70719359,-0.471883222,34.11769551,5.5,0.026494442,1
38.37463194,16.57455265,35.88630037,-0.440928755,34.28652742,5.5,0.042964818,1
37.77321725,23.79839052,44.91173124,-0.394948004,33.20916625,5.5,0.040468905,1
38.89417732,20.4438249,45.76894435,-0.48015545,35.14005386,5.5,0.061800545,1
38.04657207,22.93243973,42.63934372,-0.503962887,34.46979512,5.5,0.029546696,1
37.80877304,21.57332791,47.151647,-0.436758975,33.68163898,5.5,0.058554275,1
46.9035741,15.96103325,32.48453052,-0.423017962,42.64237719,5.5,0.025505844,0
47.33904959,17.97613973,26.54796639,-0.770035267,48.08628296,1.519530713,0.044555017,0
38.11948752,14.33707664,33.23944546,-0.475824198,34.33119167,5.5,0.061998857,1
37.83648208,18.06528229,35.60351459,-0.469049043,33.99346637,5.5,0.062739782,1
37.94656321,16.8915281,35.29682591,-0.458717101,34.01698912,5.5,0.016420811,1
37.92193575,22.77095997,50.21067353,-0.438287063,33.80919096,5.5,0.023309816,1
49.26769806,11.4753602,21.50343304,-0.48176969,45.52615335,5.5,0.05292143,0
37.86889364,17.16310211,33.9164764,-0.424880865,33.62638007,5.5,-0.001351778,1
24.37874605,22.72968447,24.14008239,-0.155008867,12.74997364,5.5,0.024241765,0
38.73162801,16.6002122,37.44822899,-0.409484019,34.32959337,5.5,0.038053989,1
39.75225787,16.63241088,33.6314424,-0.406933954,35.32263774,5.5,0.053458579,1
39.22008165,15.16224588,35.18350653,-0.383702285,34.52226538,5.5,0.015862505,1
14.34849918,17.61441045,19.63315674,-0.1088759,0,4.753298738,0.051574748,0
38.14928086,15.8177585,34.20359083,-0.408058572,33.73186886,5.5,0.027805576,1
38.06271011,15.46475828,43.75944687,-0.432567086,33.89558114,5.5,0.03220894,1
40.14387806,20.61628974,42.97628328,-0.430608219,35.95779253,5.5,0.134140971,1
39.0745714,20.01352086,40.86036655,-0.431731906,34.89938117,5.5,0.085239229,1
10.74699838,24.17555261,25.16653871,-0.281938082,24.60426296,0.5,0.014258589,0
39.05187623,18.87251548,37.03932056,-0.459841625,35.13191175,5.5,0.065341468,1
38.29578326,22.50505271,50.15777628,-0.415500809,33.95749367,5.5,0.086280901,1
37.5911126,23.27904563,48.41523395,-0.448134314,33.56874078,5.5,0.032140947,1
45.48364001,18.37179573,34.66218665,-0.663537489,44.96772897,2.383885073,0.039776267,0
38.52082169,17.74363645,39.45233369,-0.385023558,33.83912677,5.5,0.0063241,1
39.82971375,15.63575697,29.91895169,-0.426323404,35.60155545,5.5,0.0267265,1
38.54484346,16.85907397,38.91274767,-0.464109135,34.66092327,5.5,0.074142927,1
38.88963708,25.02961798,52.60093232,-0.43611152,34.75637585,5.5,0.100505433,1
38.3493054,11.77017921,30.82868438,-0.382272418,33.63391724,5.5,0.024624757,1
38.13097501,18.16832542,36.55099493,-0.439061624,34.02548562,5.5,0.023851676,1
37.94165369,15.32217916,34.86526268,-0.460120314,34.02406349,5.5,0.017408016,1
18.4453523,19.31293253,20.44022716,-0.01,41.69368377,1.784249379,0.060979911,0
48.61433706,16.79020203,23.4699603,-0.751945065,46.21713689,5.5,0.155762694,0
38.34051464,16.20302856,40.2194948,-0.427630948,34.12528456,5.5,0.024429441,1
39.612229,23.46134259,50.61616246,-0.412631547,35.24377281,5.5,0.088096367,1
46.3014274,21.26390165,37.00781548,-0.798043488,47.1673732,1.442460663,0.033449506,0
18.81114915,18.83864876,21.77077109,-0.14134396,6.058125672,5.5,0.038421824,0
47.26205819,19.54489966,30.81776702,-0.733410535,48.24779351,1.422178845,0.027333435,0
37.87826949,23.77254604,53.95901691,-0.431983918,33.705515,5.5,0.058841494,1
38.71503039,22.29752473,42.36747089,-0.416486627,34.38700947,5.5,0.062412452,1
39.53811122,15.19480229,34.11968742,-0.421110999,35.25761786,5.5,0.111130363,1
39.72927978,15.52491614,33.92228595,-0.411903848,35.35310596,5.5,0.080801099,1
49.62301152,22.84231667,28.05549116,-0.739217278,47.18453654,5.5,0.067752994,0
39.58622737,14.80373136,31.79086723,-0.40070192,35.08771428,5.5,0.028082677,1
39.12796112,18.85950232,34.7613311,-0.442955909,35.05856549,5.5,0.025711359,1
32.58370813,21.48982192,22.87990214,-0.186092295,22.89731658,5.5,0.024040636,0
38.7916401,17.62971796,37.53836226,-0.442046086,34.71386882,5.5,0.059902622,1
49.56338952,15.9087689,17.78139439,-0.692282245,46.95959194,5.5,0.081647338,0
49.08171474,21.48257282,25.89829806,-2.053739297,50.98404509,0.5,0.079958964,0
38.79684617,20.81160176,39.64598229,-0.415176666,34.45516952,5.5,0.049233057,1
42.71020235,17.41604319,33.02764898,-0.472108507,40.13230147,3.874630162,0.003635118,0
39.78006296,11.51973407,26.57618907,-0.387961815,35.13382519,5.5,0.057174707,1
48.54434843,20.03646754,22.96732222,-2.100934083,48.72585145,1.662199221,0.077582314,0
16.43168732,14.81882255,17.21398907,-0.139434777,3.504045662,5.5,0.035800681,0
38.39070008,18.51472214,33.46692961,-0.437844426,34.27379753,5.5,0.019592165,1
46.12661173,20.49186227,35.15075184,-0.643640477,45.86137258,2.180634108,0.044952878,0
19.41732188,22.77697342,26.14498627,-0.092832722,0,5.5,0.001876304,0
38.10127493,16.448658,41.09278163,-0.412912999,33.73579638,5.5,0.0379596,1
38.28720843,24.35077276,45.46890487,-0.436346828,34.15617614,5.5,0.052821774,1
39.73722906,13.86299312,32.90421975,-0.424077441,35.48667795,5.5,0.048899134,1
49.32297023,18.22154486,22.96153094,-0.95185313,47.42922971,5.5,0.145609644,0
38.33035626,21.10353197,38.14520187,-0.432726316,34.16476066,5.5,0.034605991,1
16.56327052,20.04004345,21.46611072,-0.274699883,23.38602493,0.900013574,0.036807661,0
1.421301324,19.0067933,20.80935619,-0.131468442,0,2.198780946,0.020110824,0
38.29268078,22.04235494,46.24766003,-0.439933901,34.19533153,5.5,0.037686145,1
18.69597197,21.71485078,22.96214606,-0.151720032,44.44662959,0.5,0.036965434,0
38.76754709,23.97882788,49.64707654,-0.391996118,34.16912697,5.5,0.034312349,1
39.5238803,17.55975382,37.20231417,-0.404782585,35.07071728,5.5,0.078056278,1
48.40817045,21.53952023,38.68583902,-0.594851826,47.70582088,2.480853264,0.016723484,0
37.9517042,16.49242252,35.07757678,-0.423499138,33.69534881,5.5,0.044300247,1
38.07861779,17.10006919,34.31529647,-0.450074909,34.07358929,5.5,-0.011490051,1
49.79799599,16.2225586,17.79621578,-0.638554767,46.975117,5.5,0.070263646,0
38.25874895,15.36824028,31.97941002,-0.408651008,33.84774102,5.5,0.01487093,1
38.41719355,22.96399234,49.73644172,-0.436515235,34.28775501,5.5,0.041919817,1
49.64483815,21.39567459,24.02397155,-0.881353882,47.59961787,5.5,0.054271083,0
39.28740201,22.91883015,48.6271628,-0.413311068,34.92612795,5.5,0.071535479,1
38.08943563,17.98607011,39.1954596,-0.399662256,33.5792203,5.5,0.013296728,1
37.60603259,13.45366131,28.85342244,-0.410412982,33.21396188,5.5,0.028186925,1
47.68590058,22.88208422,38.26424286,-0.683380568,45.04818608,5.5,0.162093111,0
38.78543476,22.40475378,47.73824634,-0.42841081,34.57787792,5.5,0.05444183,1
38.30620087,17.56826874,36.64252353,-0.405504998,33.86097122,5.5,0.008465379,1
39.10012918,23.40469279,49.4532193,-0.418952194,34.797579,5.5,0.07626162,1
17.49318306,19.68824556,21.68215821,-0.129458976,3.569368058,5.5,0.056506517,0
21.26125531,21.75873191,29.21047401,-0.054856759,0,3.762058719,-0.032626642,0
40.34274155,16.28567414,32.44140665,-0.434014825,36.18951283,5.5,0.060895826,1
9.788136043,22.64620443,25.54057053,-0.14264915,0,4.305014741,0.048414409,0
39.36977515,21.97097723,42.00990698,-0.396002227,34.81787439,5.5,0.078023406,1
39.00114222,15.07502594,27.90014832,-0.447667522,34.97457619,5.5,0.036394313,1
43.25970587,21.06794611,39.39697564,-0.567762473,43.13192097,2.074300875,0.018467742,0
47.13421787,19.95148042,28.60114867,-0.689930642,47.30357149,1.887498183,0.111549918,0
48.49808946,22.01141902,41.57342193,-0.618905283,48.12302939,2.250730905,0.041385984,0
46.12947645,16.47851722,19.47647384,-0.479634366,42.37127445,5.5,0.022263442,0
49.36931227,23.18076191,25.05644592,-1.062972358,47.67353644,5.5,0.079200312,0
40.44601462,16.0826188,33.84357655,-0.438599673,36.33620116,5.5,0.063431121,1
46.16057763,21.76147104,40.41048481,-0.392509261,41.56816921,5.5,0.027368064,0
40.48377061,20.08046097,39.7707986,-0.398438694,35.95970489,5.5,0.0750417,1
38.19252638,17.91008109,34.65061164,-0.43630908,34.06113668,5.5,0.024315219,1
39.07859266,24.90985209,52.62269587,-0.421957229,34.80668377,5.5,0.079401808,1
20.01114706,23.54498011,24.53825692,-0.211095429,11.4720572,5.5,0.031981544,0
17.85894812,21.43706911,22.66955612,-0.32632613,23.23148958,0.939857613,0.030275499,0
38.70353603,16.15456426,32.56979558,-0.432629194,34.53700529,5.5,0.04834322,1
45.45224858,15.21895367,39.205007,-0.517439432,43.21044582,3.748289442,0.044014873,0
48.61382112,20.69264794,29.35035082,-1.922143687,50.6463906,0.5,0.030940029,0
38.16730593,19.32217108,40.65933982,-0.46270567,34.27160515,5.5,0.031116937,1
39.54374821,17.28864993,35.5521868,-0.413562053,35.18512095,5.5,0.0212101,1
38.88080781,16.29605304,35.43521136,-0.429929563,34.68811442,5.5,0.011646025,1
19.86710481,23.98815744,24.98791333,-0.200923825,10.89573052,5.5,0.03265775,0
39.2755063,16.71405237,34.14819597,-0.434654516,35.12838998,5.5,0.070499309,1
39.18051838,15.06747919,41.98754185,-0.41450936,34.83185219,5.5,0.244129984,1
49.30780781,18.73312881,36.45973835,-0.406208342,44.87027502,5.5,0.05493303,0
39.19402267,16.01892945,37.05595335,-0.338676564,33.87165014,5.5,0.03265799,1
47.99025924,20.8382116,42.41849804,-0.395412458,43.43156919,5.5,0.037359892,0
19.02181073,16.13078773,16.66911882,-0.411194908,14.63809195,5.5,0.008374557,0
49.9506962,13.1526993,18.19177958,-0.69712319,47.36497984,5.5,0.026157611,0
47.96566934,15.00017006,25.7686647,-0.862245604,49.15440659,1.248699697,0.063865028,0
17.0640887,17.09623361,17.81105899,-0.01,41.29311369,1.775843258,0.038939885,0
49.52657434,21.65933258,25.40989392,-0.373028914,60,0.5,0.010661061,0
21.73923996,20.06942872,24.35283818,-0.130027328,7.876286165,5.5,-0.022047767,0
38.22151952,20.95926321,42.57485591,-0.440253689,34.12714648,5.5,0.058337375,1
18.69896537,18.71708509,19.67080592,-0.35616634,29.6682518,0.5,0.018534012,0
37.84641102,15.35781629,29.96530602,-0.452275034,33.86086528,5.5,0.00045459,1
38.44751702,22.27993617,47.97803734,-0.417106417,34.12592722,5.5,0.065737303,1
22.19762896,14.48298249,16.0789308,-0.15734443,16.85161905,3.125617088,0.055976873,0
40.00292134,13.71943565,30.73708768,-0.41841982,35.69489683,5.5,0.050266344,1
38.24784432,22.69276096,48.4931022,-0.446594228,34.21160129,5.5,0.035741698,1
37.81372459,15.50147426,32.84561213,-0.443554765,33.74982318,5.5,0.026837167,1
48.94544102,16.94904865,18.09834578,-2.706701103,50.38885514,0.5,0.051768229,0
38.96588066,17.58106859,33.93930135,-0.434200941,34.81443219,5.5,0.081486743,1
39.79372748,18.22807651,35.39406721,-0.407300406,35.36809272,5.5,0.089202146,1
49.37204241,19.40519655,38.51972553,-0.416322892,45.04231932,5.5,0.057686159,0
